number;date;time;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20
[N];[DD.MM.JJJJ];[h:m:s];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C]
4747;18.07.2019;14:49:31;21,25;21,68;21,93;19,93;21,06;20,5;22,12;19,93;20,25;21,75;25,68;25,62;28,37;21,75;21,75;22;24,81;19,87;21,68;20,37
4753;18.07.2019;14:50:38;21,25;21,68;21,93;19,93;21,06;20,56;22,12;19,93;20,25;21,75;25,81;25,68;28,37;21,75;21,75;22,12;24,87;19,87;21,68;20,37
4759;18.07.2019;14:51:46;21,25;21,68;21,87;19,93;21,06;20,56;22,12;20;20,25;21,75;25,75;25,68;28,37;21,75;21,68;22,06;24,87;19,87;21,68;20,37
4765;18.07.2019;14:52:53;21,25;21,68;21,87;19,93;21,06;20,56;22,12;20;20,25;21,75;25,75;25,68;28,37;21,68;21,68;22,06;24,93;19,87;21,68;20,37
4771;18.07.2019;14:54:01;21,31;21,68;21,93;19,93;21,06;20,56;22,12;20;20,25;21,75;25,81;25,75;28,37;21,68;21,68;22,06;24,87;19,87;21,68;20,37
4777;18.07.2019;14:55:08;21,31;21,68;22;19,93;21,06;20,56;22,25;20;20,31;21,75;25,87;25,75;28,37;21,75;21,75;22,12;24,93;19,87;21,75;20,43
4783;18.07.2019;14:56:15;21,31;21,75;22;20;21,06;20,56;22,18;20;20,31;21,81;25,87;25,81;28,37;21,81;21,75;22,18;24,93;19,87;21,75;20,43
4789;18.07.2019;14:57:23;21,31;21,81;22,06;20;21,12;20,56;22,25;20;20,25;21,87;26;25,81;28,37;21,87;21,81;22,18;25;19,93;21,81;20,43
4795;18.07.2019;14:58:30;21,31;21,81;22;20;21,12;20,56;22,25;20,06;20,25;21,87;25,93;25,81;28,37;21,81;21,81;22,18;25;19,93;21,81;20,43
4801;18.07.2019;14:59:38;21,37;21,75;22;20;21,12;20,56;22,18;20,06;20,31;21,87;25,87;25,87;28,37;21,81;21,81;22,12;25;19,93;21,75;20,43
4807;18.07.2019;15:00:45;21,37;21,81;22;20;21,12;20,56;22,25;20,06;20,31;21,87;25,75;25,87;28,37;21,81;21,81;22,18;25;19,93;21,81;20,43
4813;18.07.2019;15:01:53;21,37;21,81;22,06;20;21,12;20,56;22,31;20,06;20,31;21,87;25,5;25,87;28,37;21,81;21,87;22,18;25;19,93;21,81;20,43
4819;18.07.2019;15:03:00;21,37;21,81;22;20;21,18;20,56;22,25;20,12;20,31;21,87;25,25;25,93;28,37;21,81;21,87;22,12;25;19,93;21,81;20,43
4825;18.07.2019;15:04:08;21,37;21,81;22;20;21,18;20,56;22,25;20,12;20,31;21,87;25,12;25,93;28,37;21,81;21,87;22,12;25;19,93;21,81;20,43
4831;18.07.2019;15:05:15;21,37;21,81;22;20;21,18;20,56;22,25;20,12;20,31;21,87;25,06;25,93;28,37;21,75;21,81;22,12;25;20;21,75;20,5
4837;18.07.2019;15:06:23;21,37;21,81;21,93;20,06;21,18;20,56;22,18;20,12;20,31;21,81;24,75;26;28,37;21,75;21,81;22,06;24,93;20;21,75;20,43
4843;18.07.2019;15:07:30;21,43;21,75;21,93;20;21,18;20,56;22,12;20,12;20,31;21,81;24,43;26;28,37;21,68;21,75;22,06;24,87;20;21,68;20,5
4849;18.07.2019;15:08:38;21,43;21,68;21,87;20,06;21,25;20,56;22,06;20,12;20,31;21,75;24,12;26;28,37;21,62;21,68;22;24,81;20;21,68;20,5
4855;18.07.2019;15:09:45;21,43;21,68;21,81;20;21,25;20,62;22;20,12;20,31;21,68;23,93;26,06;28,31;21,62;21,62;21,93;24,81;20;21,62;20,5
4861;18.07.2019;15:10:53;21,43;21,68;21,75;20;21,25;20,62;21,93;20,18;20,31;21,68;23,81;26,06;28,37;21,56;21,56;21,93;24,81;20;21,56;20,5
4867;18.07.2019;15:12:00;21,5;21,62;21,75;20,06;21,25;20,62;21,87;20,18;20,31;21,56;23,68;26,06;28,37;21,5;21,5;21,87;24,81;20;21,5;20,5
4873;18.07.2019;15:13:08;21,5;21,62;21,68;20,06;21,25;20,62;21,81;20,18;20,31;21,56;23,56;26,06;28,31;21,43;21,5;21,81;24,75;20;21,43;20,5
4879;18.07.2019;15:14:15;21,5;21,62;21,68;20,06;21,31;20,62;21,81;20,18;20,31;21,56;----;26,12;28,31;21,43;21,5;21,81;24,81;20;21,43;20,5
4885;18.07.2019;15:15:23;21,5;21,62;21,62;20,06;21,31;20,62;21,81;20,18;20,37;21,5;23,43;26,12;28,31;21,43;21,43;21,81;24,75;20;21,37;20,5
4891;18.07.2019;15:16:30;21,5;21,62;21,62;20,06;21,31;20,62;21,75;20,18;20,37;21,5;23,43;26,12;28,31;21,37;21,43;21,75;24,81;20,06;21,37;20,5
4897;18.07.2019;15:17:38;21,5;21,62;21,62;20,06;21,31;20,62;21,75;20,18;20,37;21,43;23,43;26,18;28,31;21,37;21,37;21,81;24,81;20,06;21,37;20,5
4903;18.07.2019;15:18:45;21,5;21,62;21,62;20,06;21,31;20,62;21,75;20,18;20,31;21,43;23,56;26,18;28,25;21,37;21,37;21,81;24,81;20;21,37;20,5
4909;18.07.2019;15:19:53;21,5;21,62;21,62;20,06;21,31;20,62;21,75;20,25;20,37;21,43;23,68;26,18;28,25;21,37;21,37;21,81;24,87;20,06;21,37;20,5
4915;18.07.2019;15:21:00;21,56;21,62;21,56;20,06;21,37;20,62;21,68;20,25;20,37;21,43;23,75;26,18;28,25;21,37;21,37;21,75;24,87;20,06;21,31;20,5
4921;18.07.2019;15:22:07;21,56;21,62;21,56;20,06;21,37;20,62;21,68;20,25;20,31;21,43;23,68;26,25;28,18;21,37;21,37;21,75;24,87;20,06;21,31;20,5
4927;18.07.2019;15:23:14;21,56;21,62;21,56;20,06;21,37;20,62;21,68;20,25;20,37;21,43;23,87;26,25;28,18;21,37;21,31;21,81;24,93;20,12;21,37;20,56
4933;18.07.2019;15:24:22;21,56;21,62;21,56;20,06;21,37;20,62;21,68;20,25;20,37;21,43;24,06;26,25;28,18;21,37;21,37;21,81;24,93;20,06;21,31;20,56
4939;18.07.2019;15:25:29;21,56;21,62;21,62;20,12;21,37;20,62;21,75;20,25;20,37;21,5;24,06;26,25;28,12;21,37;21,43;21,81;24,93;20,06;21,37;20,56
4945;18.07.2019;15:26:37;21,56;21,68;21,68;20,12;21,37;20,62;21,81;20,25;20,37;21,5;24,18;26,25;28,12;21,43;21,43;21,87;24,93;20,06;21,37;20,56
4951;18.07.2019;15:27:44;21,62;21,68;21,68;20,12;21,43;20,62;21,81;20,25;20,37;21,5;24,25;26,25;28,12;21,5;21,5;21,87;24,93;20,06;21,43;20,5
4957;18.07.2019;15:28:52;21,62;21,68;21,68;20,12;21,43;20,62;21,81;20,25;20,37;21,5;24,31;26,31;28,12;21,43;21,43;21,87;25;20,06;21,37;20,56
4963;18.07.2019;15:29:59;21,62;21,68;21,62;20,12;21,43;20,62;21,81;20,25;20,37;21,5;24,37;26,31;28,06;21,5;21,5;21,87;25;20,06;21,37;20,56
4969;18.07.2019;15:31:07;21,62;21,68;21,62;20,12;21,43;20,62;21,81;20,31;20,37;21,5;24,25;26,31;28,06;21,43;21,5;21,87;25,06;20,06;21,37;20,56
4975;18.07.2019;15:32:14;21,62;21,68;21,62;20,12;21,5;20,62;21,75;20,31;20,37;21,5;24,18;26,31;28;21,43;21,43;21,87;25,06;20,06;21,37;20,56
4981;18.07.2019;15:33:22;21,62;21,68;21,56;20,12;21,43;20,62;21,75;20,31;20,37;21,5;24,18;26,31;28;21,43;21,43;21,81;25,12;20,06;21,37;20,56
4987;18.07.2019;15:34:29;21,68;21,68;21,56;20,12;21,5;20,62;21,75;20,31;20,37;21,43;24,31;26,31;28;21,43;21,43;21,81;25,12;20,06;21,31;20,56
4993;18.07.2019;15:35:37;21,62;21,68;21,62;20,12;21,5;20,62;21,75;20,31;20,37;21,5;24,31;26,31;28;21,43;21,43;21,87;25,12;20,06;21,37;20,56
4999;18.07.2019;15:36:44;21,68;21,68;21,56;20,12;21,5;20,68;21,75;20,31;20,37;21,43;24,31;26,37;28;21,43;21,43;21,87;25,12;20,06;21,37;20,56
5005;18.07.2019;15:37:52;21,68;21,68;21,56;20,12;21,5;20,62;21,75;20,31;20,37;21,43;24,31;26,37;27,93;21,43;21,43;21,87;25,12;20,12;21,37;20,56
5011;18.07.2019;15:38:59;21,68;21,75;21,62;20,12;21,5;20,62;21,75;20,31;20,37;21,5;24,31;26,37;27,93;21,43;21,5;21,87;25,18;20,06;21,37;20,56
5017;18.07.2019;15:40:07;21,68;21,75;21,62;20,12;21,56;20,68;21,81;20,31;20,37;21,5;24,25;26,37;27,93;21,5;21,56;21,87;25,18;20,12;21,37;20,56
5023;18.07.2019;15:41:14;21,68;21,75;21,62;20,12;21,56;20,62;21,81;20,31;20,37;21,56;24,31;26,37;27,93;21,5;21,5;21,87;25,18;20,12;21,37;20,56
5029;18.07.2019;15:42:22;21,68;21,81;21,62;20,12;21,56;20,62;21,75;20,31;20,37;21,56;24,31;26,37;27,93;21,5;21,5;21,87;25,18;20,12;21,37;20,56
5035;18.07.2019;15:43:29;21,68;21,81;21,62;20,12;21,56;20,68;21,81;20,37;20,37;21,56;24,43;26,43;27,93;21,43;21,5;21,93;25,25;20,12;21,37;20,56
5041;18.07.2019;15:44:37;21,68;21,75;21,62;20,18;21,56;20,68;21,81;20,37;20,37;21,56;24,37;26,37;27,93;21,43;21,5;21,87;25,25;20,06;21,37;20,56
5047;18.07.2019;15:45:44;21,75;21,75;21,62;20,18;21,62;20,68;21,75;20,37;20,37;21,5;24,37;26,43;27,87;21,43;21,5;21,87;25,25;20,12;21,37;20,56
5053;18.07.2019;15:46:52;21,75;21,75;21,56;20,18;21,56;20,68;21,75;20,37;20,43;21,5;24,43;26,43;27,93;21,43;21,5;21,87;25,31;20,12;21,31;20,56
5059;18.07.2019;15:47:59;21,75;21,75;21,56;20,18;21,62;20,68;21,75;20,37;20,37;21,43;24,43;26,43;27,93;21,43;21,43;21,87;25,31;20,12;21,31;20,56
5065;18.07.2019;15:49:07;21,75;21,81;21,62;20,18;21,62;20,68;21,75;20,37;20,43;21,5;24,5;26,43;27,93;21,43;21,5;21,93;25,31;20,12;21,31;20,56
5071;18.07.2019;15:50:14;21,75;21,81;21,56;20,18;21,62;20,68;21,75;20,37;20,43;21,5;24,56;26,43;27,87;21,43;21,5;21,87;25,31;20,12;21,31;20,56
5077;18.07.2019;15:51:22;21,75;21,81;21,56;20,18;21,62;20,68;21,75;20,37;20,37;21,5;24,56;26,43;27,87;21,43;21,5;21,93;25,37;20,12;21,31;20,56
5083;18.07.2019;15:52:29;21,81;21,81;21,62;20,18;21,62;20,68;21,81;20,37;20,43;21,5;24,68;26,43;27,87;21,43;21,5;21,93;25,37;20,12;21,37;20,56
5089;18.07.2019;15:53:37;21,81;21,81;21,62;20,18;21,62;20,68;21,75;20,37;20,43;21,5;24,68;26,43;27,93;21,43;21,5;21,93;25,37;20,12;21,37;20,56
5095;18.07.2019;15:54:44;21,81;21,81;21,62;20,18;21,68;20,68;21,81;20,37;20,43;21,5;24,62;26,43;27,87;21,43;21,56;21,93;25,37;20,12;21,37;20,56
5101;18.07.2019;15:55:52;21,81;21,87;21,62;20,18;21,68;20,68;21,81;20,37;20,43;21,5;24,56;26,5;27,87;21,43;21,5;21,93;25,43;20,12;21,37;20,56
5107;18.07.2019;15:56:59;21,81;21,87;21,62;20,18;21,68;20,68;21,81;20,37;20,43;21,5;24,62;26,5;27,87;21,43;21,5;22;25,43;20,12;21,37;20,56
5113;18.07.2019;15:58:07;21,81;21,87;21,62;20,18;21,68;20,68;21,81;20,37;20,37;21,56;24,5;26,5;27,87;21,43;21,5;22;25,43;20,12;21,37;20,62
5119;18.07.2019;15:59:14;21,87;21,87;21,62;20,18;21,68;20,68;21,81;20,43;20,37;21,56;24,43;26,5;27,87;21,43;21,56;21,93;25,43;20,12;21,37;20,56
5125;18.07.2019;16:00:22;21,87;21,87;21,56;20,18;21,75;20,68;21,75;20,43;20,43;21,56;24,43;26,5;27,87;21,43;21,5;21,93;25,43;20,12;21,37;20,56
5131;18.07.2019;16:01:29;21,87;21,87;21,62;20,18;21,75;20,68;21,81;20,43;20,43;21,56;24,43;26,5;27,87;21,43;21,56;22;25,43;20,12;21,37;20,62
5137;18.07.2019;16:02:37;21,87;21,87;21,62;20,25;21,75;20,68;21,81;20,43;20,43;21,56;24,37;26,5;27,87;21,43;21,5;21,93;25,43;20,12;21,37;20,62
5143;18.07.2019;16:03:44;21,87;21,87;21,56;20,25;21,75;20,68;21,75;20,43;20,43;21,56;24,18;26,5;27,87;21,43;21,56;21,93;25,43;20,12;21,37;20,56
5149;18.07.2019;16:04:52;21,87;21,87;21,56;20,18;21,75;20,68;21,75;20,43;20,43;21,56;24,06;26,5;27,87;21,43;21,5;21,93;25,43;20,12;21,37;20,62
5155;18.07.2019;16:05:59;21,87;21,87;21,62;20,25;21,75;20,68;21,75;20,43;20,43;21,5;24,06;26,5;27,87;21,43;21,56;21,93;25,43;20,18;21,31;20,62
5161;18.07.2019;16:07:07;21,93;21,87;21,56;20,18;21,81;20,68;21,75;20,43;20,43;21,5;24,06;26,56;27,87;21,43;21,5;21,93;25,43;20,12;21,31;20,62
5167;18.07.2019;16:08:14;21,87;21,87;21,56;20,25;21,81;20,68;21,75;20,43;20,43;21,5;24;26,56;27,87;21,43;21,56;21,93;25,43;20,12;21,31;20,62
5173;18.07.2019;16:09:22;21,87;21,87;21,56;20,25;21,81;20,68;21,68;20,43;20,43;21,5;23,93;26,56;27,87;21,43;21,56;21,93;25,43;20,12;21,31;20,62
5179;18.07.2019;16:10:29;21,93;21,87;21,5;20,25;21,81;20,68;21,62;20,43;20,43;21,5;23,93;26,56;27,87;21,43;21,56;21,93;25,43;20,12;21,25;20,62
5185;18.07.2019;16:11:37;21,93;21,93;21,5;20,25;21,81;20,68;21,68;20,43;20,43;21,5;24;26,56;27,87;21,37;21,5;21,93;25,43;20,18;21,25;20,62
5191;18.07.2019;16:12:44;21,93;21,93;21,5;20,25;21,81;20,68;21,68;20,43;20,43;21,5;24;26,56;27,87;21,37;21,5;21,93;25,5;20,18;21,25;20,62
5197;18.07.2019;16:13:52;21,93;21,93;21,56;20,25;21,87;20,75;21,75;20,43;20,43;21,56;24,06;26,56;27,87;21,43;21,5;21,93;25,5;20,18;21,31;20,62
5203;18.07.2019;16:14:59;21,93;21,93;21,56;20,25;21,87;20,68;21,75;20,43;20,5;21,56;24,06;26,56;27,87;21,43;21,5;22;25,43;20,12;21,31;20,62
5209;18.07.2019;16:16:06;22;21,93;21,56;20,25;21,87;20,68;21,75;20,43;20,43;21,5;23,93;26,56;27,87;21,43;21,56;21,93;25,5;20,18;21,31;20,62
5215;18.07.2019;16:17:14;21,93;21,93;21,56;20,31;21,87;20,68;21,68;20,43;20,43;21,5;23,87;26,56;27,87;21,43;21,5;21,93;25,5;20,18;21,31;20,62
5221;18.07.2019;16:18:21;22;21,93;21,56;20,25;21,87;20,75;21,68;20,5;20,43;21,5;23,81;26,56;27,87;21,37;21,5;21,93;25,43;20,18;21,31;20,62
5227;18.07.2019;16:19:29;22;22;21,5;20,25;21,87;20,68;21,62;20,5;20,43;21,5;23,75;26,62;27,87;21,37;21,5;21,93;25,5;20,18;21,25;20,62
5233;18.07.2019;16:20:36;22;21,93;21,5;20,25;21,93;20,75;21,68;20,5;20,43;21,5;23,75;26,62;27,87;21,37;21,5;21,93;25,5;20,18;21,25;20,62
5239;18.07.2019;16:21:44;22;21,93;21,5;20,25;21,93;20,75;21,68;20,5;20,43;21,5;23,81;26,62;27,87;21,37;21,43;21,93;25,5;20,18;21,25;20,62
5245;18.07.2019;16:22:51;22;21,93;21,5;20,25;21,93;20,75;21,62;20,5;20,43;21,43;23,81;26,56;27,87;21,37;21,43;21,93;25,5;20,18;21,25;20,62
5251;18.07.2019;16:23:59;22;22;21,5;20,31;21,93;20,75;21,68;20,5;20,43;21,5;23,75;26,62;27,87;21,37;21,43;21,93;25,5;20,18;21,25;20,62
5257;18.07.2019;16:25:06;22,06;22;21,5;20,31;22;20,75;21,62;20,5;20,43;21,5;23,75;26,62;27,87;21,37;21,43;22;25,5;20,18;21,25;20,62
5263;18.07.2019;16:26:14;22,06;22;21,5;20,31;21,93;20,75;21,68;20,5;20,5;21,5;23,75;26,62;27,87;21,37;21,43;21,93;25,5;20,18;21,25;20,62
5269;18.07.2019;16:27:21;22,06;22;21,5;20,31;22;20,75;21,62;20,5;20,43;21,5;23,68;26,62;27,87;21,37;21,43;21,93;25,5;20,18;21,18;20,62
5275;18.07.2019;16:28:29;22,06;22;21,5;20,31;22;20,75;21,68;20,5;20,43;21,5;23,62;26,62;27,87;21,37;21,5;22;25,5;20,18;21,25;20,62
5281;18.07.2019;16:29:36;22,06;22;21,5;20,31;22;20,75;21,62;20,5;20,5;21,43;23,75;26,62;27,87;21,37;21,5;21,93;25,5;20,18;21,18;20,62
5287;18.07.2019;16:30:44;22,06;22;21,5;20,31;22;20,75;21,62;20,5;20,43;21,43;23,75;26,62;27,87;21,37;21,5;21,93;25,56;20,18;21,25;20,62
5293;18.07.2019;16:31:51;22,06;22;21,5;20,31;22;20,75;21,62;20,5;20,5;21,43;23,68;26,62;27,87;21,37;21,43;21,93;25,56;20,18;21,18;20,62
5299;18.07.2019;16:32:59;22,12;22;21,5;20,31;22;20,75;21,62;20,5;20,5;21,43;23,62;26,62;27,87;21,37;21,43;21,93;25,56;20,18;21,18;20,62
5305;18.07.2019;16:34:06;22,12;22;21,5;20,31;22;20,75;21,62;20,5;20,5;21,43;23,62;26,62;27,87;21,31;21,43;21,93;25,56;20,18;21,18;20,62
5311;18.07.2019;16:35:13;22,12;22;21,5;20,31;22,06;20,75;21,62;20,5;20,5;21,43;23,56;26,68;27,87;21,31;21,43;21,93;25,56;20,18;21,18;20,62
5317;18.07.2019;16:36:21;22,12;22;21,5;20,31;22,06;20,75;21,56;20,5;20,43;21,43;23,56;26,68;27,87;21,31;21,43;21,93;25,56;20,18;21,18;20,62
5323;18.07.2019;16:37:28;22,12;22;21,43;20,31;22,06;20,75;21,56;20,5;20,5;21,43;----;26,62;27,81;21,31;21,43;21,93;25,56;20,18;21,12;20,62
5329;18.07.2019;16:38:36;22,12;22;21,43;20,31;22,06;20,75;21,56;20,5;20,5;21,43;----;26,68;27,81;21,31;21,43;21,93;25,62;20,18;21,18;20,62
5335;18.07.2019;16:39:43;22,12;22;21,43;20,31;22,06;20,75;21,56;20,5;20,43;21,43;----;26,68;27,81;21,31;21,43;22;25,56;20,18;21,18;20,68
5341;18.07.2019;16:40:51;22,12;22;21,43;20,31;22,06;20,75;21,56;20,5;20,5;21,43;23,62;26,68;27,81;21,25;21,37;21,93;25,62;20,18;21,12;20,62
5347;18.07.2019;16:41:58;22,18;22,06;21,43;20,31;22,06;20,75;21,56;20,5;20,5;21,37;23,56;26,68;27,87;21,25;21,43;21,93;25,62;20,18;21,12;20,62
5353;18.07.2019;16:43:05;22,18;22;21,43;20,31;22,06;20,75;21,56;20,56;20,5;21,37;23,62;26,68;27,81;21,31;21,43;21,93;25,62;20,18;21,12;20,62
5359;18.07.2019;16:44:13;22,18;22,06;21,43;20,31;22,12;20,75;21,56;20,56;20,5;21,43;23,75;26,68;27,81;21,31;21,43;22;25,62;20,18;21,12;20,62
5365;18.07.2019;16:45:20;22,18;22,06;21,43;20,31;22,12;20,75;21,56;20,56;20,5;21,43;23,87;26,68;27,81;21,31;21,37;22;25,62;20,18;21,12;20,62
5371;18.07.2019;16:46:28;22,18;22,06;21,43;20,31;22,12;20,75;21,56;20,56;20,5;21,43;23,81;26,68;27,81;21,25;21,37;22;25,68;20,18;21,18;20,62
5377;18.07.2019;16:47:35;22,18;22,06;21,43;20,31;22,12;20,75;21,56;20,56;20,5;21,43;23,75;26,68;27,81;21,25;21,37;22;25,68;20,18;21,12;20,62
5383;18.07.2019;16:48:43;22,18;22,06;21,37;20,37;22,18;20,75;21,5;20,56;20,5;21,37;23,68;26,68;27,81;21,25;21,37;22;25,68;20,18;21,12;20,62
5389;18.07.2019;16:49:50;22,18;22,06;21,37;20,31;22,12;20,75;21,5;20,56;20,5;21,37;23,68;26,68;27,81;21,25;21,37;22;25,75;20,18;21,06;20,62
5395;18.07.2019;16:50:58;22,25;22,06;21,43;20,37;22,18;20,75;21,5;20,56;20,43;21,37;23,68;26,68;27,81;21,25;21,37;22;25,75;20,18;21,06;20,62
5401;18.07.2019;16:52:05;22,25;22,12;21,43;20,37;22,18;20,75;21,5;20,56;20,5;21,37;23,81;26,75;27,81;21,25;21,37;22;25,75;20,18;21,06;20,62
5407;18.07.2019;16:53:12;22,25;22,06;21,43;20,37;22,18;20,75;21,56;20,56;20,5;21,37;23,81;26,75;27,81;21,25;21,37;22;25,75;20,18;21,12;20,62
5413;18.07.2019;16:54:20;22,25;22,12;21,37;20,37;22,18;20,75;21,5;20,56;20,5;21,37;23,87;26,68;27,81;21,25;21,37;22;25,75;20,18;21,06;20,68
5419;18.07.2019;16:55:27;22,25;22,06;21,37;20,37;22,18;20,75;21,5;20,56;20,5;21,37;23,87;26,75;27,81;21,25;21,37;22;25,75;20,18;21,06;20,68
5425;18.07.2019;16:56:35;22,25;22,12;21,43;20,37;22,18;20,75;21,56;20,56;20,5;21,37;23,93;26,75;27,81;21,25;21,37;22,06;25,75;20,18;21,12;20,68
5431;18.07.2019;16:57:42;22,25;22,12;21,43;20,37;22,18;20,81;21,56;20,56;20,5;21,37;24;26,75;27,81;21,25;21,37;22,06;25,75;20,18;21,12;20,62
5437;18.07.2019;16:58:50;22,25;22,12;21,43;20,37;22,18;20,75;21,62;20,56;20,5;21,43;24;26,75;27,81;21,31;21,43;22,06;25,75;20,18;21,12;20,68
5443;18.07.2019;16:59:57;22,25;22,18;21,43;20,37;22,18;20,75;21,62;20,56;20,43;21,43;24,06;26,75;27,81;21,31;21,37;22,06;25,75;20,18;21,12;20,62
5449;18.07.2019;17:01:05;22,25;22,18;21,43;20,37;22,25;20,81;21,62;20,56;20,5;21,43;24,12;26,75;27,81;21,31;21,43;22,12;25,75;20,18;21,18;20,62
5455;18.07.2019;17:02:12;22,31;22,18;21,5;20,37;22,25;20,81;21,62;20,56;20,5;21,43;24,06;26,75;27,81;21,31;21,43;22,12;25,75;20,18;21,18;20,62
5461;18.07.2019;17:03:20;22,31;22,18;21,43;20,37;22,25;20,81;21,68;20,56;20,5;21,43;24;26,75;27,81;21,31;21,43;22,06;25,75;20,18;21,18;20,62
5467;18.07.2019;17:04:27;22,31;22,18;21,43;20,37;22,25;20,75;21,62;20,56;20,5;21,43;24;26,75;27,81;21,37;21,43;22,06;25,75;20,18;21,18;20,68
5473;18.07.2019;17:05:35;22,31;22,18;21,43;20,37;22,25;20,81;21,56;20,56;20,5;21,43;24;26,75;27,81;21,37;21,43;22,06;25,81;20,18;21,12;20,68
5479;18.07.2019;17:06:42;22,31;22,18;21,43;20,37;22,31;20,75;21,56;20,56;20,5;21,43;24,06;26,75;27,81;21,37;21,43;22,06;25,81;20,18;21,12;20,68
5485;18.07.2019;17:07:50;22,31;22,18;21,43;20,37;22,25;20,81;21,56;20,56;20,5;21,43;24,06;26,75;27,81;21,31;21,43;22,06;25,81;20,18;21,06;20,62
5491;18.07.2019;17:08:57;22,31;22,25;21,43;20,37;22,25;20,81;21,62;20,56;20,5;21,43;24,12;26,75;27,81;21,31;21,43;22,12;25,81;20,18;21,12;20,68
5497;18.07.2019;17:10:05;22,31;22,25;21,43;20,37;22,31;20,81;21,62;20,56;20,5;21,43;24,18;26,81;27,75;21,31;21,43;22,12;25,81;20,18;21,12;20,68
5503;18.07.2019;17:11:12;22,31;22,25;21,43;20,37;22,31;20,81;21,62;20,62;20,5;21,43;24,18;26,75;27,75;21,31;21,43;22,12;25,81;20,18;21,12;20,68
5509;18.07.2019;17:12:20;22,37;22,25;21,43;20,37;22,31;20,81;21,62;20,56;20,5;21,43;24,25;26,75;27,75;21,31;21,43;22,12;25,87;20,18;21,18;20,68
5515;18.07.2019;17:13:27;22,37;22,31;21,5;20,37;22,31;20,81;21,68;20,56;20,5;21,43;24,31;26,75;27,75;21,37;21,5;22,18;25,87;20,18;21,18;20,68
5521;18.07.2019;17:14:35;22,37;22,31;21,5;20,37;22,31;20,81;21,68;20,56;20,5;21,5;24,31;26,75;27,81;21,37;21,5;22,18;25,81;20,18;21,18;20,68
5527;18.07.2019;17:15:42;22,37;22,31;21,5;20,37;22,37;20,81;21,68;20,62;20,5;21,5;24,31;26,81;27,81;21,37;21,5;22,18;25,87;20,18;21,25;20,68
5533;18.07.2019;17:16:50;22,37;22,25;21,5;20,37;22,37;20,81;21,68;20,62;20,5;21,5;24,25;26,81;27,75;21,37;21,5;22,12;25,87;20,18;21,18;20,68
5539;18.07.2019;17:17:57;22,37;22,31;21,43;20,37;22,37;20,81;21,62;20,62;20,5;21,5;24,37;26,81;27,81;21,37;21,5;22,18;25,87;20,25;21,18;20,68
5545;18.07.2019;17:19:05;22,37;22,31;21,5;20,43;22,37;20,75;21,62;20,62;20,5;21,5;24,37;26,81;27,81;21,37;21,5;22,18;25,93;20,25;21,18;20,68
5551;18.07.2019;17:20:12;22,37;22,31;21,5;20,43;22,37;20,81;21,62;20,62;20,5;21,5;24,25;26,81;27,75;21,37;21,5;22,18;25,87;20,25;21,18;20,68
5557;18.07.2019;17:21:20;22,37;22,31;21,43;20,43;22,37;20,81;21,62;20,62;20,5;21,5;24,18;26,81;27,81;21,37;21,5;22,18;25,93;20,18;21,12;20,68
5563;18.07.2019;17:22:27;22,37;22,31;21,43;20,43;22,37;20,81;21,62;20,62;20,56;21,43;24,18;26,81;27,81;21,37;21,5;22,18;25,93;20,25;21,12;20,68
5569;18.07.2019;17:23:35;22,43;22,31;21,43;20,43;22,37;20,81;21,62;20,62;20,56;21,43;24,18;26,81;27,81;21,31;21,5;22,18;25,87;20,25;21,18;20,68
5575;18.07.2019;17:24:42;22,43;22,31;21,5;20,43;22,43;20,81;21,62;20,62;20,56;21,43;24,25;26,81;27,75;21,37;21,5;22,25;25,87;20,18;21,18;20,68
5581;18.07.2019;17:25:50;22,43;22,31;21,5;20,43;22,43;20,81;21,62;20,62;20,5;21,43;24,25;26,81;27,81;21,37;21,5;22,18;25,87;20,25;21,18;20,68
5587;18.07.2019;17:26:57;22,43;22,31;21,5;20,43;22,43;20,81;21,62;20,62;20,56;21,43;24,25;26,81;27,81;21,37;21,5;22,18;25,93;20,25;21,12;20,68
5593;18.07.2019;17:28:05;22,43;22,31;21,5;20,43;22,43;20,81;21,62;20,62;20,56;21,43;24,25;26,81;27,81;21,37;21,5;22,18;25,93;20,25;21,12;20,68
5599;18.07.2019;17:29:12;22,43;22,37;21,43;20,43;22,43;20,81;21,56;20,62;20,56;21,43;24,18;26,87;27,81;21,31;21,5;22,18;25,93;20,25;21,12;20,68
5605;18.07.2019;17:30:19;22,43;22,37;21,43;20,43;22,43;20,81;21,56;20,62;20,5;21,43;24,12;26,81;27,81;21,31;21,56;22,18;26;20,25;21,12;20,68
5611;18.07.2019;17:31:27;22,43;22,37;21,43;20,43;22,43;20,81;21,56;20,62;20,5;21,43;24,06;26,81;27,81;21,31;21,56;22,18;26;20,25;21,06;20,68
5617;18.07.2019;17:32:34;22,5;22,37;21,43;20,43;22,43;20,81;21,56;20,62;20,5;21,43;24,06;26,81;27,81;21,37;21,56;22,18;26;20,25;21,12;20,68
